Вуз,Год,Код специальности,Направление,Проходной балл (очная форма)
ДГТУ,2022,27.03.04,Цифровые системы управления,176
ДГТУ,2023,27.03.04,Цифровые системы управления,167
ДГТУ,2024,27.03.04,Цифровые системы управления,159
ДГТУ,2021,08.03.01,Проектирование зданий,160
ДГТУ,2022,08.03.01,Проектирование зданий,160
ДГТУ,2023,08.03.01,Проектирование зданий,177
ДГТУ,2024,08.03.01,Проектирование зданий,169
ДГТУ,2021,23.05.01,Технические средства агропромышленного комплекса,153
ДГТУ,2022,23.05.01,Технические средства агропромышленного комплекса,149
ДГТУ,2023,23.05.01,Технические средства агропромышленного комплекса,155
ДГТУ,2024,23.05.01,Технические средства агропромышленного комплекса,139
ДГТУ,2021,35.03.10,Ландшафтный дизайн,127
ДГТУ,2022,35.03.10,Ландшафтный дизайн,150
ДГТУ,2023,35.03.10,Ландшафтный дизайн,168
ДГТУ,2024,35.03.10,Ландшафтный дизайн,147
ДГТУ,2021,51.03.02,"Руководство студией кино-, фото- и видеотворчества",243
ДГТУ,2022,51.03.02,"Руководство студией кино-, фото- и видеотворчества",217
ДГТУ,2023,51.03.02,"Руководство студией кино-, фото- и видеотворчества",242
ДГТУ,2024,51.03.02,"Руководство студией кино-, фото- и видеотворчества",223
ДГТУ,2021,09.03.03,Разработка игр и прикладных программ,215
ДГТУ,2022,09.03.03,Разработка игр и прикладных программ,189
ДГТУ,2023,09.03.03,Разработка игр и прикладных программ,183
ДГТУ,2024,09.03.03,Разработка игр и прикладных программ,205
ДГТУ,2021,08.03.01,Технический контроль и экспертиза в стройиндустрии,175
ДГТУ,2022,08.03.01,Технический контроль и экспертиза в стройиндустрии,162
ДГТУ,2023,08.03.01,Технический контроль и экспертиза в стройиндустрии,171
ДГТУ,2024,08.03.01,Технический контроль и экспертиза в стройиндустрии,169
ДГТУ,2021,09.03.02,Системная аналитика,215
ДГТУ,2022,09.03.02,Системная аналитика,222
ДГТУ,2023,09.03.02,Системная аналитика,188
ДГТУ,2024,09.03.02,Системная аналитика,206
ДГТУ,2021,15.03.06,Проектирование робототехнических систем,173
ДГТУ,2022,15.03.06,Проектирование робототехнических систем,151
ДГТУ,2023,15.03.06,Проектирование робототехнических систем,187
ДГТУ,2024,15.03.06,Проектирование робототехнических систем,170
ДГТУ,2021,35.03.08,Генетика и селекция рыб,157
ДГТУ,2022,35.03.08,Генетика и селекция рыб,131
ДГТУ,2023,35.03.08,Генетика и селекция рыб,124
ДГТУ,2024,35.03.08,Генетика и селекция рыб,145
ДГТУ,2021,36.03.02,"Охотоведение, кинология и зоопарковое дело",187
ДГТУ,2022,36.03.02,"Охотоведение, кинология и зоопарковое дело",187
ДГТУ,2023,36.03.02,"Охотоведение, кинология и зоопарковое дело",188
ДГТУ,2024,36.03.02,"Охотоведение, кинология и зоопарковое дело",166
ДГТУ,2021,24.03.04,Вертолетостроение,186
ДГТУ,2022,24.03.04,Вертолетостроение,164
ДГТУ,2023,24.03.04,Вертолетостроение,172
ДГТУ,2024,24.03.04,Вертолетостроение,165
ДГТУ,2021,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,226
ДГТУ,2022,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,171
ДГТУ,2023,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,229
ДГТУ,2024,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,199
ДГТУ,2021,09.03.02,Web-ориентированные информационно-аналитические системы,207
ДГТУ,2022,09.03.02,Web-ориентированные информационно-аналитические системы,215
ДГТУ,2023,09.03.02,Web-ориентированные информационно-аналитические системы,235
ДГТУ,2024,09.03.02,Web-ориентированные информационно-аналитические системы,206
ДГТУ,2021,08.03.01,Таможенная и судебная экспертиза строительных материалов и изделий,166
ДГТУ,2022,08.03.01,Таможенная и судебная экспертиза строительных материалов и изделий,167
ДГТУ,2023,08.03.01,Таможенная и судебная экспертиза строительных материалов и изделий,189
ДГТУ,2024,08.03.01,Таможенная и судебная экспертиза строительных материалов и изделий,169
ДГТУ,2021,16.03.03,Холодильная техника и системы кондиционирования воздуха,144
ДГТУ,2022,16.03.03,Холодильная техника и системы кондиционирования воздуха,131
ДГТУ,2023,16.03.03,Холодильная техника и системы кондиционирования воздуха,137
ДГТУ,2024,16.03.03,Холодильная техника и системы кондиционирования воздуха,129
ДГТУ,2021,15.03.01,Инновационные технологии и оборудование предприятий транспортного машиностроения,206
ДГТУ,2022,15.03.01,Инновационные технологии и оборудование предприятий транспортного машиностроения,190
ДГТУ,2023,15.03.01,Инновационные технологии и оборудование предприятий транспортного машиностроения,171
ДГТУ,2024,15.03.01,Инновационные технологии и оборудование предприятий транспортного машиностроения,186
ДГТУ,2021,09.03.02,Машинное обучение и искусственный интеллект,197
ДГТУ,2022,09.03.02,Машинное обучение и искусственный интеллект,175
ДГТУ,2023,09.03.02,Машинное обучение и искусственный интеллект,184
ДГТУ,2024,09.03.02,Машинное обучение и искусственный интеллект,206
ДГТУ,2021,15.03.01,Технологии производства машин для АПК,173
ДГТУ,2022,15.03.01,Технологии производства машин для АПК,173
ДГТУ,2023,15.03.01,Технологии производства машин для АПК,183
ДГТУ,2024,15.03.01,Технологии производства машин для АПК,164
ДГТУ,2021,44.03.05,Преподавание иностранных языков (английский язык и немецкий/испанский/французский) и перев..,267
ДГТУ,2022,44.03.05,Преподавание иностранных языков (английский язык и немецкий/испанский/французский) и перев..,230
ДГТУ,2023,44.03.05,Преподавание иностранных языков (английский язык и немецкий/испанский/французский) и перев..,275
ДГТУ,2024,44.03.05,Преподавание иностранных языков (английский язык и немецкий/испанский/французский) и перев..,248
ДГТУ,2021,09.03.03,Веб-разработка,223
ДГТУ,2022,09.03.03,Веб-разработка,222
ДГТУ,2023,09.03.03,Веб-разработка,176
ДГТУ,2024,09.03.03,Веб-разработка,206
ДГТУ,2021,15.03.05,Промышленный инжиниринг,178
ДГТУ,2022,15.03.05,Промышленный инжиниринг,210
ДГТУ,2023,15.03.05,Промышленный инжиниринг,207
ДГТУ,2024,15.03.05,Промышленный инжиниринг,192
ДГТУ,2021,02.03.03,Большие данные и машинное обучение,167
ДГТУ,2022,02.03.03,Большие данные и машинное обучение,186
ДГТУ,2023,02.03.03,Большие данные и машинное обучение,178
ДГТУ,2024,02.03.03,Большие данные и машинное обучение,192
ДГТУ,2021,07.03.02,Архитектурная реконструкция в исторической застройке,394
ДГТУ,2022,07.03.02,Архитектурная реконструкция в исторической застройке,325
ДГТУ,2023,07.03.02,Архитектурная реконструкция в исторической застройке,399
ДГТУ,2024,07.03.02,Архитектурная реконструкция в исторической застройке,354
ДГТУ,2021,07.03.02,Реставрация и приспособление объектов архитектурного наследия,322
ДГТУ,2022,07.03.02,Реставрация и приспособление объектов архитектурного наследия,363
ДГТУ,2023,07.03.02,Реставрация и приспособление объектов архитектурного наследия,349
ДГТУ,2024,07.03.02,Реставрация и приспособление объектов архитектурного наследия,318
ДГТУ,2021,08.03.01,Информационное моделирование в городском строительстве,146
ДГТУ,2022,08.03.01,Информационное моделирование в городском строительстве,191
ДГТУ,2023,08.03.01,Информационное моделирование в городском строительстве,174
ДГТУ,2024,08.03.01,Информационное моделирование в городском строительстве,169
ДГТУ,2021,08.03.01,Контроль в промышленном и гражданском строительстве,191
ДГТУ,2022,08.03.01,Контроль в промышленном и гражданском строительстве,176
ДГТУ,2023,08.03.01,Контроль в промышленном и гражданском строительстве,170
ДГТУ,2024,08.03.01,Контроль в промышленном и гражданском строительстве,169
ДГТУ,2021,08.03.01,Цифровое гражданское строительство,148
ДГТУ,2022,08.03.01,Цифровое гражданское строительство,157
ДГТУ,2023,08.03.01,Цифровое гражданское строительство,158
ДГТУ,2024,08.03.01,Цифровое гражданское строительство,169
ДГТУ,2021,09.03.02,Программирование встраиваемых сенсорных модулей для интеллектуальных систем управления,202
ДГТУ,2022,09.03.02,Программирование встраиваемых сенсорных модулей для интеллектуальных систем управления,221
ДГТУ,2023,09.03.02,Программирование встраиваемых сенсорных модулей для интеллектуальных систем управления,203
ДГТУ,2024,09.03.02,Программирование встраиваемых сенсорных модулей для интеллектуальных систем управления,206
ДГТУ,2021,13.03.02,Электрические и электронные системы транспортных средств,133
ДГТУ,2022,13.03.02,Электрические и электронные системы транспортных средств,146
ДГТУ,2023,13.03.02,Электрические и электронные системы транспортных средств,157
ДГТУ,2024,13.03.02,Электрические и электронные системы транспортных средств,138
ДГТУ,2021,15.03.01,Конструирование универсальных модульных решений наземного транспорта на основе гидропневмо..,193
ДГТУ,2022,15.03.01,Конструирование универсальных модульных решений наземного транспорта на основе гидропневмо..,181
ДГТУ,2023,15.03.01,Конструирование универсальных модульных решений наземного транспорта на основе гидропневмо..,155
ДГТУ,2024,15.03.01,Конструирование универсальных модульных решений наземного транспорта на основе гидропневмо..,180
ДГТУ,2021,15.03.04,Цифровые технологии в системах автоматизации процессов и производств нефтегазового комплекса,161
ДГТУ,2022,15.03.04,Цифровые технологии в системах автоматизации процессов и производств нефтегазового комплекса,152
ДГТУ,2023,15.03.04,Цифровые технологии в системах автоматизации процессов и производств нефтегазового комплекса,162
ДГТУ,2024,15.03.04,Цифровые технологии в системах автоматизации процессов и производств нефтегазового комплекса,167
ДГТУ,2021,15.03.06,Беспилотные системы и технологии,158
ДГТУ,2022,15.03.06,Беспилотные системы и технологии,164
ДГТУ,2023,15.03.06,Беспилотные системы и технологии,189
ДГТУ,2024,15.03.06,Беспилотные системы и технологии,173
ДГТУ,2021,23.03.02,Интеллектуальная техника для АПК,166
ДГТУ,2022,23.03.02,Интеллектуальная техника для АПК,163
ДГТУ,2023,23.03.02,Интеллектуальная техника для АПК,181
ДГТУ,2024,23.03.02,Интеллектуальная техника для АПК,160
ДГТУ,2021,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,247
ДГТУ,2022,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,265
ДГТУ,2023,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,238
ДГТУ,2024,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,270
ДГТУ,2021,38.03.01,Международный бизнес,297
ДГТУ,2022,38.03.01,Международный бизнес,302
ДГТУ,2023,38.03.01,Международный бизнес,257
ДГТУ,2024,38.03.01,Международный бизнес,270
ДГТУ,2021,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),176
ДГТУ,2022,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),162
ДГТУ,2023,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),165
ДГТУ,2024,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),169
ДГТУ,2021,08.03.01,Цифровое городское планирование и управление недвижимостью,167
ДГТУ,2022,08.03.01,Цифровое городское планирование и управление недвижимостью,155
ДГТУ,2023,08.03.01,Цифровое городское планирование и управление недвижимостью,173
ДГТУ,2024,08.03.01,Цифровое городское планирование и управление недвижимостью,169
ДГТУ,2021,09.03.01,Программирование роботов,231
ДГТУ,2022,09.03.01,Программирование роботов,219
ДГТУ,2023,09.03.01,Программирование роботов,222
ДГТУ,2024,09.03.01,Программирование роботов,206
ДГТУ,2021,06.05.01,Трансляционная биоинженерия,208
ДГТУ,2022,06.05.01,Трансляционная биоинженерия,221
ДГТУ,2023,06.05.01,Трансляционная биоинженерия,184
ДГТУ,2024,06.05.01,Трансляционная биоинженерия,200
ДГТУ,2021,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,190
ДГТУ,2022,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,146
ДГТУ,2023,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,191
ДГТУ,2024,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,169
ДГТУ,2021,26.03.02,Судостроение и судоремонт,130
ДГТУ,2022,26.03.02,Судостроение и судоремонт,163
ДГТУ,2023,26.03.02,Судостроение и судоремонт,159
ДГТУ,2024,26.03.02,Судостроение и судоремонт,150
ИСиР ЮФУ,2021,41.03.01,Кавказ и Ближний Восток в системе региональных и  международных связей,251
ИСиР ЮФУ,2022,41.03.01,Кавказ и Ближний Восток в системе региональных и  международных связей,233
ИСиР ЮФУ,2023,41.03.01,Кавказ и Ближний Восток в системе региональных и  международных связей,236
ИСиР ЮФУ,2024,41.03.01,Кавказ и Ближний Восток в системе региональных и  международных связей,241
ИСиР ЮФУ,2021,37.03.02,Конфликт-менеджмент,194
ИСиР ЮФУ,2022,37.03.02,Конфликт-менеджмент,232
ИСиР ЮФУ,2023,37.03.02,Конфликт-менеджмент,195
ИСиР ЮФУ,2024,37.03.02,Конфликт-менеджмент,223
РГК,2021,53.03.06,Музыкальная педагогика,339
РГК,2022,53.03.06,Музыкальная педагогика,392
РГК,2023,53.03.06,Музыкальная педагогика,402
РГК,2024,53.03.06,Музыкальная педагогика,375
РГК,2021,55.05.04,Продюсер исполнительских искусств,274
РГК,2022,55.05.04,Продюсер исполнительских искусств,250
РГК,2023,55.05.04,Продюсер исполнительских искусств,264
РГК,2024,55.05.04,Продюсер исполнительских искусств,260
РГК,2021,53.05.03,Музыкальная звукорежиссура,347
РГК,2022,53.05.03,Музыкальная звукорежиссура,343
РГК,2023,53.05.03,Музыкальная звукорежиссура,318
РГК,2024,53.05.03,Музыкальная звукорежиссура,310
РГК,2021,53.03.01,Эстрадно‐джазовое пение,448
РГК,2022,53.03.01,Эстрадно‐джазовое пение,380
РГК,2023,53.03.01,Эстрадно‐джазовое пение,458
РГК,2024,53.03.01,Эстрадно‐джазовое пение,435
РГК,2021,53.03.01,Инструменты эстрадного оркестра,409
РГК,2022,53.03.01,Инструменты эстрадного оркестра,344
РГК,2023,53.03.01,Инструменты эстрадного оркестра,417
РГК,2024,53.03.01,Инструменты эстрадного оркестра,375
РГК,2021,53.03.02,Фортепиано,445
РГК,2022,53.03.02,Фортепиано,372
РГК,2023,53.03.02,Фортепиано,428
РГК,2024,53.03.02,Фортепиано,396
РГК,2021,53.03.02,"Баян, аккордеон и струнные щипковые инструменты",359
РГК,2022,53.03.02,"Баян, аккордеон и струнные щипковые инструменты",335
РГК,2023,53.03.02,"Баян, аккордеон и струнные щипковые инструменты",312
РГК,2024,53.03.02,"Баян, аккордеон и струнные щипковые инструменты",337
РГК,2021,53.03.04,Хоровое народное пение,428
РГК,2022,53.03.04,Хоровое народное пение,421
РГК,2023,53.03.04,Хоровое народное пение,361
РГК,2024,53.03.04,Хоровое народное пение,403
РГК,2021,53.03.04,Сольное народное пение,371
РГК,2022,53.03.04,Сольное народное пение,423
РГК,2023,53.03.04,Сольное народное пение,479
РГК,2024,53.03.04,Сольное народное пение,423
РГК,2021,53.03.05,Дирижирование оркестром народных инструментов,465
РГК,2022,53.03.05,Дирижирование оркестром народных инструментов,434
РГК,2023,53.03.05,Дирижирование оркестром народных инструментов,396
РГК,2024,53.03.05,Дирижирование оркестром народных инструментов,461
РГК,2021,53.03.05,Дирижирование оркестром духовых инструментов,458
РГК,2022,53.03.05,Дирижирование оркестром духовых инструментов,408
РГК,2023,53.03.05,Дирижирование оркестром духовых инструментов,467
РГК,2024,53.03.05,Дирижирование оркестром духовых инструментов,410
РГК,2021,53.03.06,Музыкальная журналистика и редакторская деятельность в СМИ,406
РГК,2022,53.03.06,Музыкальная журналистика и редакторская деятельность в СМИ,430
РГК,2023,53.03.06,Музыкальная журналистика и редакторская деятельность в СМИ,423
РГК,2024,53.03.06,Музыкальная журналистика и редакторская деятельность в СМИ,436
РГК,2021,53.03.06,Компьютерная музыка и аранжировка,375
РГК,2022,53.03.06,Компьютерная музыка и аранжировка,346
РГК,2023,53.03.06,Компьютерная музыка и аранжировка,441
РГК,2024,53.03.06,Компьютерная музыка и аранжировка,388
РГК,2021,53.05.01,Фортепиано,431
РГК,2022,53.05.01,Фортепиано,412
РГК,2023,53.05.01,Фортепиано,405
РГК,2024,53.05.01,Фортепиано,440
РГК,2021,53.05.02,Художественное руководство академическим хором,482
РГК,2022,53.05.02,Художественное руководство академическим хором,465
РГК,2023,53.05.02,Художественное руководство академическим хором,397
РГК,2024,53.05.02,Художественное руководство академическим хором,432
РГК,2021,53.05.05,Музыковедение,388
РГК,2022,53.05.05,Музыковедение,364
РГК,2023,53.05.05,Музыковедение,397
РГК,2024,53.05.05,Музыковедение,426
РГК,2021,53.05.06,Композиция,371
РГК,2022,53.05.06,Композиция,356
РГК,2023,53.05.06,Композиция,413
РГК,2024,53.05.06,Композиция,404
РГК,2021,53.05.04,Искусство оперного пения,416
РГК,2022,53.05.04,Искусство оперного пения,399
РГК,2023,53.05.04,Искусство оперного пения,492
РГК,2024,53.05.04,Искусство оперного пения,432
РГК,2021,53.03.02,Оркестровые струнные инструменты,415
РГК,2022,53.03.02,Оркестровые струнные инструменты,313
РГК,2023,53.03.02,Оркестровые струнные инструменты,310
РГК,2024,53.03.02,Оркестровые струнные инструменты,364
РГК,2021,53.03.02,Оркестровые духовые и ударные инструменты,379
РГК,2022,53.03.02,Оркестровые духовые и ударные инструменты,403
РГК,2023,53.03.02,Оркестровые духовые и ударные инструменты,337
РГК,2024,53.03.02,Оркестровые духовые и ударные инструменты,352
РГК,2021,53.05.01,Концертные струнные инструменты,433
РГК,2022,53.05.01,Концертные струнные инструменты,502
РГК,2023,53.05.01,Концертные струнные инструменты,487
РГК,2024,53.05.01,Концертные струнные инструменты,444
РГК,2021,53.05.01,Концертные духовые и ударные инструменты,465
РГК,2022,53.05.01,Концертные духовые и ударные инструменты,431
РГК,2023,53.05.01,Концертные духовые и ударные инструменты,457
РГК,2024,53.05.01,Концертные духовые и ударные инструменты,451
РГК,2021,53.05.01,Концертные народные инструменты,475
РГК,2022,53.05.01,Концертные народные инструменты,388
РГК,2023,53.05.01,Концертные народные инструменты,398
РГК,2024,53.05.01,Концертные народные инструменты,453
РГК,2021,53.05.02,Художественное руководство оперно-симфоническим оркестром,467
РГК,2022,53.05.02,Художественное руководство оперно-симфоническим оркестром,364
РГК,2023,53.05.02,Художественное руководство оперно-симфоническим оркестром,362
РГК,2024,53.05.02,Художественное руководство оперно-симфоническим оркестром,424
РГУПС,2021,20.03.01,Управление транспортной безопасностью и охраной труда,162
РГУПС,2022,20.03.01,Управление транспортной безопасностью и охраной труда,170
РГУПС,2023,20.03.01,Управление транспортной безопасностью и охраной труда,176
РГУПС,2024,20.03.01,Управление транспортной безопасностью и охраной труда,167
РГУПС,2021,08.03.01,Промышленное и гражданское строительство,146
РГУПС,2022,08.03.01,Промышленное и гражданское строительство,183
РГУПС,2023,08.03.01,Промышленное и гражданское строительство,163
РГУПС,2024,08.03.01,Промышленное и гражданское строительство,170
РГУПС,2021,23.05.01,Автомобильная техника в транспортных технологиях,167
РГУПС,2022,23.05.01,Автомобильная техника в транспортных технологиях,170
РГУПС,2023,23.05.01,Автомобильная техника в транспортных технологиях,171
РГУПС,2024,23.05.01,Автомобильная техника в транспортных технологиях,152
РГУПС,2021,09.03.01,Системное программирование и технологии искусственного интеллекта,230
РГУПС,2022,09.03.01,Системное программирование и технологии искусственного интеллекта,191
РГУПС,2023,09.03.01,Системное программирование и технологии искусственного интеллекта,211
РГУПС,2024,09.03.01,Системное программирование и технологии искусственного интеллекта,209
РГУПС,2021,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",156
РГУПС,2022,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",170
РГУПС,2023,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",135
РГУПС,2024,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",152
РГУПС,2021,13.03.01,Промышленная теплоэнергетика,167
РГУПС,2022,13.03.01,Промышленная теплоэнергетика,130
РГУПС,2023,13.03.01,Промышленная теплоэнергетика,144
РГУПС,2024,13.03.01,Промышленная теплоэнергетика,145
РГУПС,2021,09.03.02,Программирование и Интернет-технологии,219
РГУПС,2022,09.03.02,Программирование и Интернет-технологии,244
РГУПС,2023,09.03.02,Программирование и Интернет-технологии,245
РГУПС,2024,09.03.02,Программирование и Интернет-технологии,216
РГУПС,2021,13.03.02,Электромеханика,147
РГУПС,2022,13.03.02,Электромеханика,183
РГУПС,2023,13.03.02,Электромеханика,162
РГУПС,2024,13.03.02,Электромеханика,168
РГУПС,2021,23.05.03,Высокоскоростной наземный транспорт,119
РГУПС,2022,23.05.03,Высокоскоростной наземный транспорт,106
РГУПС,2023,23.05.03,Высокоскоростной наземный транспорт,119
РГУПС,2024,23.05.03,Высокоскоростной наземный транспорт,117
РГУПС,2021,23.05.03,Локомотивы,102
РГУПС,2022,23.05.03,Локомотивы,127
РГУПС,2023,23.05.03,Локомотивы,111
РГУПС,2024,23.05.03,Локомотивы,117
РГУПС,2021,23.05.03,Электрический транспорт железных дорог,104
РГУПС,2022,23.05.03,Электрический транспорт железных дорог,109
РГУПС,2023,23.05.03,Электрический транспорт железных дорог,118
РГУПС,2024,23.05.03,Электрический транспорт железных дорог,117
РГУПС,2021,23.05.04,Грузовая и коммерческая работа,125
РГУПС,2022,23.05.04,Грузовая и коммерческая работа,128
РГУПС,2023,23.05.04,Грузовая и коммерческая работа,125
РГУПС,2024,23.05.04,Грузовая и коммерческая работа,115
РГУПС,2021,23.05.04,Магистральный транспорт,110
РГУПС,2022,23.05.04,Магистральный транспорт,109
РГУПС,2023,23.05.04,Магистральный транспорт,127
РГУПС,2024,23.05.04,Магистральный транспорт,115
РГУПС,2021,23.05.04,Пассажирский комплекс железнодорожного транспорта,130
РГУПС,2022,23.05.04,Пассажирский комплекс железнодорожного транспорта,98
РГУПС,2023,23.05.04,Пассажирский комплекс железнодорожного транспорта,103
РГУПС,2024,23.05.04,Пассажирский комплекс железнодорожного транспорта,115
РГУПС,2021,23.05.04,Транспортный бизнес и логистика,100
РГУПС,2022,23.05.04,Транспортный бизнес и логистика,98
РГУПС,2023,23.05.04,Транспортный бизнес и логистика,116
РГУПС,2024,23.05.04,Транспортный бизнес и логистика,115
РГУПС,2021,23.05.05,Автоматика и телемеханика на железнодорожном транспорте,155
РГУПС,2022,23.05.05,Автоматика и телемеханика на железнодорожном транспорте,135
РГУПС,2023,23.05.05,Автоматика и телемеханика на железнодорожном транспорте,155
РГУПС,2024,23.05.05,Автоматика и телемеханика на железнодорожном транспорте,155
РГУПС,2021,23.05.05,Телекоммуникационные системы и сети железнодорожного транспорта,157
РГУПС,2022,23.05.05,Телекоммуникационные системы и сети железнодорожного транспорта,163
РГУПС,2023,23.05.05,Телекоммуникационные системы и сети железнодорожного транспорта,139
РГУПС,2024,23.05.05,Телекоммуникационные системы и сети железнодорожного транспорта,155
РГУПС,2021,23.05.05,Электроснабжение железных дорог,150
РГУПС,2022,23.05.05,Электроснабжение железных дорог,117
РГУПС,2023,23.05.05,Электроснабжение железных дорог,126
РГУПС,2024,23.05.05,Электроснабжение железных дорог,131
РГУПС,2021,23.05.06,Мосты,132
РГУПС,2022,23.05.06,Мосты,150
РГУПС,2023,23.05.06,Мосты,118
РГУПС,2024,23.05.06,Мосты,134
РГУПС,2021,23.05.06,Управление техническим состоянием железнодорожного пути,153
РГУПС,2022,23.05.06,Управление техническим состоянием железнодорожного пути,122
РГУПС,2023,23.05.06,Управление техническим состоянием железнодорожного пути,117
РГУПС,2024,23.05.06,Управление техническим состоянием железнодорожного пути,134
РГУПС,2021,23.05.03,Грузовые вагоны,119
РГУПС,2022,23.05.03,Грузовые вагоны,123
РГУПС,2023,23.05.03,Грузовые вагоны,134
РГУПС,2024,23.05.03,Грузовые вагоны,117
РГУПС,2021,23.05.03,Пассажирские вагоны,133
РГУПС,2022,23.05.03,Пассажирские вагоны,109
РГУПС,2023,23.05.03,Пассажирские вагоны,134
РГУПС,2024,23.05.03,Пассажирские вагоны,117
РГЭУ (РИНХ),2021,38.03.01,Международный бизнес,214
РГЭУ (РИНХ),2022,38.03.01,Международный бизнес,212
РГЭУ (РИНХ),2023,38.03.01,Международный бизнес,262
РГЭУ (РИНХ),2024,38.03.01,Международный бизнес,241
РГЭУ (РИНХ),2021,10.03.01,Организация и технология защиты информации,156
РГЭУ (РИНХ),2022,10.03.01,Организация и технология защиты информации,153
РГЭУ (РИНХ),2023,10.03.01,Организация и технология защиты информации,155
РГЭУ (РИНХ),2024,10.03.01,Организация и технология защиты информации,152
РГЭУ (РИНХ),2021,38.03.01,Мировая экономика,271
РГЭУ (РИНХ),2022,38.03.01,Мировая экономика,228
РГЭУ (РИНХ),2023,38.03.01,Мировая экономика,249
РГЭУ (РИНХ),2024,38.03.01,Мировая экономика,241
РГЭУ (РИНХ),2021,38.03.01,Экономика предприятий и организаций,268
РГЭУ (РИНХ),2022,38.03.01,Экономика предприятий и организаций,205
РГЭУ (РИНХ),2023,38.03.01,Экономика предприятий и организаций,230
РГЭУ (РИНХ),2024,38.03.01,Экономика предприятий и организаций,241
РГЭУ (РИНХ),2021,38.03.01,"Бухгалтерский учет, анализ и аудит",248
РГЭУ (РИНХ),2022,38.03.01,"Бухгалтерский учет, анализ и аудит",236
РГЭУ (РИНХ),2023,38.03.01,"Бухгалтерский учет, анализ и аудит",270
РГЭУ (РИНХ),2024,38.03.01,"Бухгалтерский учет, анализ и аудит",241
РГЭУ (РИНХ),2021,38.03.01,Финансы и кредит,264
РГЭУ (РИНХ),2022,38.03.01,Финансы и кредит,211
РГЭУ (РИНХ),2023,38.03.01,Финансы и кредит,208
РГЭУ (РИНХ),2024,38.03.01,Финансы и кредит,241
РГЭУ (РИНХ),2021,38.03.01,Банковское дело и денежное обращение,240
РГЭУ (РИНХ),2022,38.03.01,Банковское дело и денежное обращение,211
РГЭУ (РИНХ),2023,38.03.01,Банковское дело и денежное обращение,253
РГЭУ (РИНХ),2024,38.03.01,Банковское дело и денежное обращение,241
РГЭУ (РИНХ),2021,38.03.01,Экономика города и региона,216
РГЭУ (РИНХ),2022,38.03.01,Экономика города и региона,209
РГЭУ (РИНХ),2023,38.03.01,Экономика города и региона,252
РГЭУ (РИНХ),2024,38.03.01,Экономика города и региона,241
РГЭУ (РИНХ),2021,38.03.01,Налоговое администрирование и консультирование в цифровой экономике,272
РГЭУ (РИНХ),2022,38.03.01,Налоговое администрирование и консультирование в цифровой экономике,212
РГЭУ (РИНХ),2023,38.03.01,Налоговое администрирование и консультирование в цифровой экономике,237
РГЭУ (РИНХ),2024,38.03.01,Налоговое администрирование и консультирование в цифровой экономике,241
РГЭУ (РИНХ),2021,38.03.01,Бизнес-анализ и прогнозирование в организациях,239
РГЭУ (РИНХ),2022,38.03.01,Бизнес-анализ и прогнозирование в организациях,205
РГЭУ (РИНХ),2023,38.03.01,Бизнес-анализ и прогнозирование в организациях,275
РГЭУ (РИНХ),2024,38.03.01,Бизнес-анализ и прогнозирование в организациях,241
РГЭУ (РИНХ),2021,09.03.04,Системное и прикладное программное обеспечение,155
РГЭУ (РИНХ),2022,09.03.04,Системное и прикладное программное обеспечение,171
РГЭУ (РИНХ),2023,09.03.04,Системное и прикладное программное обеспечение,189
РГЭУ (РИНХ),2024,09.03.04,Системное и прикладное программное обеспечение,173
РГЭУ (РИНХ),2021,09.03.02,Информационные системы и технологии в бизнесе,213
РГЭУ (РИНХ),2022,09.03.02,Информационные системы и технологии в бизнесе,199
РГЭУ (РИНХ),2023,09.03.02,Информационные системы и технологии в бизнесе,206
РГЭУ (РИНХ),2024,09.03.02,Информационные системы и технологии в бизнесе,195
РГЭУ (РИНХ),2021,09.03.03,Разработка и управление программными проектами в цифровой экономике,225
РГЭУ (РИНХ),2022,09.03.03,Разработка и управление программными проектами в цифровой экономике,226
РГЭУ (РИНХ),2023,09.03.03,Разработка и управление программными проектами в цифровой экономике,233
РГЭУ (РИНХ),2024,09.03.03,Разработка и управление программными проектами в цифровой экономике,203
РГЭУ (РИНХ),2021,38.03.01,Финансовая разведка в цифровой экономике,205
